Author First Name,Author Last Name,Title,Series,Series Number
 John,Saul,Cry for the Strangers,,1
 John,Saul,Darkness,,1
 John,Steinbeck,East of Eden,,1
 John,Crowley,Engine summer,,1
 John,Grisham,Ford County: stories,,1
 John,Grisham,Ford County: stories,,1
 John,Saul,Hellfire,,1
 John,Saul,House of Reckoning,,1
 John,Steinbeck,In Dubious Battle,,1
 John,Buntin,L.A. noir: the struggle for the soul of America's most seductive city,,1
 John,Irving,Last Night in Twisted River,,1
 John,Wray,Lowboy,,1
 John,Grogan,Marley & me: life and love with the world's worst dog,,1
 John,Steinbeck,Of mice and men,,1
 John,Steinbeck,Once there was a war,,1
 John,Grisham,Playing for Pizza,,1
 John,Saul,Punish the Sinners,,1
 John,Saul,Second Child,,1
 John,Saul,Shadows,,1
 John,Grisham,Skipping Christmas,,1
 John,Saul,Sleepwalk,,1
 John,Saul,Suffer the Children,,1
 John,Updike,Terrorist,,1
 John,Grisham,The Appeal,,1
 John,Grisham,The associate,,1
 John,Boyne,The Boy in the Striped Pyjamas,,1
 John,Grisham,The Brethren,,1
 John,Grisham,The Broker,,1
 John,Vorhaus,The California Roll,,1
 John,Grisham,The Chamber,,1
 John,Grisham,The client,,1
 John,Updike,The coup,,1
 John,Grisham,The Firm,,1
 John,Steinbeck,The Forgotten Village,,1
 John,Burnside,The Glister,,1
 John,Saul,The God Project,,1
 John,Burdett,The Godfather of Kathmandu,,1
 John,Steinbeck,The Grapes of Wrath,,1
 John,Grisham,The Innocent Man: Murder and Injustice in a Small Town,,1
 John,Hart,The King of Lies,,1
 John,Grisham,The King of Torts,,1
 John,Steinbeck,The log from the Sea of Cortez,,1
 John,Updike,The Maples stories,,1
 John,Wyndham,The Midwich Cuckoos,,1
 John,Steinbeck,The moon is down,,1
 John,Grisham,The Partner,,1
 John,Grisham,The Pelican Brief,,1
 John,Saul,The Presence,,1
 John,Grisham,The Rainmaker,,1
 John,Steinbeck,The red pony,,1
 John,Grisham,The Runaway Jury,,1
 John,Grisham,The Street Lawyer,,1
 John,Grisham,The summons,,1
 John,Grisham,The Testament,,1
 John,Vaillant,The Tiger: A True Story of Vengeance and Survival,,1
 John,Shors,The Wishing Trees,,1
 John,Katzenbach,The Wrong Man: A Novel,,1
 John,Verdon,Think of a Number,,1
 John,Steinbeck,Tortilla Flat,,1
 John,Updike,Toward the End of Time,,1
 John,Yoo,War by other means: an insider's account of the war on terror,,1
 John,Green,"Will Grayson, Will Grayson",,1
 John,Pipkin,Woodsburner,,1
 John & Demott,Steinbeck,To a God unknown,,1
 John & Fante,Fante,"Wait until spring, Bandini",Bandini,2
 John & Halperin,Heilemann,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",,1
 John & Raffel,Milton,The Annotated Milton: Complete English Poems,,1
 John & Wagner-Martin,Steinbeck,The Pearl,,1
 John & Wollenberg,Steinbeck,The Harvest Gypsies: On the Road to the Grapes of Wrath,,1
 John Ajvide,Lindqvist,Let the right one in,,1
 John C.,McManus,"Grunts: Inside the American Infantry Combat Experience, World War II Through Iraq",,1
 John Joseph,Adams,The Living Dead,The Living Dead,3
 John Joseph,Adams,The Improbable Adventures of Sherlock Holmes,,1
 John Joseph,Adams,Wastelands,,1
 John Kennedy,Toole,A confederacy of dunces,,1
 John M.,Barry,Rising tide: the great Mississippi flood of 1927 and how it changed America,,1
 John Major,Jenkins,"The 2012 Story: The Myths, Fallacies, and Truth Behind the Most Intriguing Date in History",,1
 John Milton,Cooper,Woodrow Wilson: a biography,,1
 John Shroades Kate,Klimo,Dragon Keepers #2: The Dragon in the Driveway,Dragon Keepers,2
 John W.,Dean,Conservatives Without Conscience,,1
 Johnny D.,Boggs,Northfield,,1
 Jon,Sprunk,Shadow's Son,Shadow,1
 Jon,Erickson,"Hacking: The Art of Exploitation, 2nd Edition",,1
 Jon,Krakauer,Into the wild,,1
 Jon,Clinch,Kings of the Earth: A Novel,,1
 Jon,Stewart,Naked Pictures of Famous People,,1
 Jon,Evans,Night of Knives,,1
 Jon,Katz,Rose in a Storm,,1
 Jon,Krakauer,Under the banner of heaven: a story of violent faith,,1
 Jon,Krakauer,Where Men Win Glory,,1
 Jon Stephen,Fink,A Storm in the Blood,,1
 Jon Stephen,Fink,Further Adventures,,1
 Jonathan,Maberry,Rot & Ruin,Benny Imura,1
 Jonathan,Strahan,Eclipse 3: New Science Fiction and Fantasy,Eclipse Anthology,3
 Jonathan,Maberry,Patient Zero: A Joe Ledger Novel,Joe Ledger,1
 Jonathan,Maberry,The Dragon Factory,Joe Ledger,2
 Jonathan,Lethem,Chronic City,,1
 Jonathan,Strahan,Eclipse Three,,1
 Jonathan,Franzen,Freedom,,1
 Jonathan,Swift,Gulliver's Travels,,1
 Jonathan,Oliver,The Call of Kerberos: Twilight of Kerberos,,1
 Jonathan,Dee,The Privileges: A Novel,,1
 Jonathan L.,Howard,Johannes Cabal the Necromancer,,1
 José,Saramago,Blindness: a novel,Blindness,1
 Joseph,Heller,Catch-22,,1
 Joseph,Kertes,Gratitude,,1
 Joseph,Conrad,Heart of darkness,,1
 Joseph,Campbell,Myths to live by,,1
 Joseph,Wambaugh,The New Centurions,,1
 Joseph,Conrad,The secret agent,,1
 Joseph,Conrad,Under Western Eyes,,1
 Joseph,Finder,Vanished,,1
 Joseph & Moyers,Campbell,The power of myth,,1
 Joseph Sheridan Le,Fanu,In a Glass Darkly,,1
 Josh,Bazell,Beat the reaper: a novel,,1
 Josh,Lieb,I Am a Genius of Unspeakable Evil and I Want to Be Your Class President,,1
 Joshilyn,Jackson,Backseat Saints,,1
 Joshilyn,Jackson,The Girl Who Stopped Swimming,,1
 Joshua,Ferris,The Unnamed,,1
 Joshua,Corin,While Galileo Preys,,1
 Joy,Nash,Celtic Fire,Druids of Avalon,1
 Joy,Nash,The Grail King,Druids of Avalon,1
 Joy & Svec,Bauer,Joy Bauer's Food Cures,,1
 Joyce,Lamb,Cold Midnight,,1
 Joyce,Maynard,Good Daughters,,1
 Joyce Carol & Showalter,Oates,Expensive People,,1
 Juan Gabriel,Vásquez,The Informers,,1
 Juan Gomez,Jurado,Contract With God,,1
 Jules,Verne,Twenty Thousand Leagues Under the Sea,Les voyages extraordinaires,6
 Jules,Verne,A Journey to the Center of the Earth,Les voyages extraordinaires,7
 Julia,Barrett,Beauty and the Feast,,1
 Julia,Gregson,East of the Sun,,1
 Julia,Alvarez,In the Time of the Butterflies,,1
 Julia,Child,Julia's Kitchen Wisdom,,1
 Julia,Alvarez,Return to Sender,,1
 Julia,Franck,The blind side of the heart,,1
 Julia,Llewellyn,The Model Wife,,1
 Julia,Stuart,"The Tower, the Zoo and the Tortoise",,1
 Julian,Stockwin,Artemis,Kydd,2
 Julian,Stockwin,Mutiny,Kydd,4
 Julie,Kagawa,The Iron King,Iron Fey,1
 Julie,Buxbaum,After You,,1
 Julie,Powell,Cleaving,,1
 Julie,James,Just the Sexiest Man Alive,,1
 Julie,James,Practice Makes Perfect,,1
 Julie,Miller,Riding the storm,,1
 Julie,James,Something about You,,1
 Julie,Orringer,The Invisible Bridge,,1
 Julie,Kaufmann,"The Ultimate Rice Cooker Cookbook: 250 No-Fail Recipes for Pilafs, Risottos, Polenta, Chilis, Soups, Porridges, Puddings and More, from Start to Finish in Your Rice Cooker",,1
 Julie E.,Czerneda,Migration: Species Imperative #2,Species Imperative,2
 Juliet,Gael,Romancing Miss Bronte: A Novel,,1
 Junot,Diaz,The Brief Wondrous Life of Oscar Wao,,1
 Justin,Peacock,Blind Man's Alley,,1
 Justin,Kramon,Finny,,1
 Justin,Cronin,Mary and O'Neil,,1
 Justin,Halpern,Sh*t My Dad Says,,1
 Justin,Taylor,The Apocalypse Reader,,1
 Justin,Cronin,The Passage,,1
 Justin,Cronin,The Summer Guest,,1
 K. M.,Soehnlein,Robin and Ruby,,1
 Kaiser,Fung,Numbers Rule Your World: The Hidden Influence of Probabilities and Statistics on Everything You Do,,1
 Kaitlyn,O'Connor,Sleeping With the Enemy,,1
 Kami & Stohl,Garcia,Beautiful Creatures,The Caster Chronicles,1
 Kamila,Shamsie,Burnt Shadows,,1
 Kamran,Pasha,Mother of the Believers: A Novel of the Birth of Islam,,1
 Karen,Armstrong,A Short History of Myth,The Myths,1
 Karen,Armstrong,"A History of God: the 4000-year quest of Judaism, Christianity, and Islam",,1
 Karen,Armstrong,Buddha,,1
 Karen,Ward,Canning & Preserving for Dummies 2nd Edition,,1
 Karen,Harper,Down River,,1
 Karen,Essex,Dracula in Love,,1
 Karen,Stabiner,Getting In: A Novel,,1
 Karen,Harper,Mistress Shakespeare,,1
 Karen,Armstrong,The Case for God,,1
 Karen,Chance,The Day of the Dead,,1
 Karen,Maitland,The Owl Killers,,1
 Karen,Chance,The Queen's Witch,,1
 Karen & Liu,Chance,Inked,Cassandra Palmer,4.75
 Karen Marie,Moning,Darkfever,Fever,1
 Karen Marie,Moning,Bloodfever,Fever,2
 Karen Marie,Moning,Faefever,Fever,3
 Karen Marie,Moning,Dreamfever,Fever,4
 Karin,Fossum,The Water's Edge,Inspector Sejer Mysteries,8
 Karin,Fossum,Don't Look Back,Inspector Sejer Mysteries,9
 Karin,Fossum,He Who Fears the Wolf,Inspector Sejer Mysteries - English Publication Order,2
 Karin,Fossum,When the Devil Holds the Candle,Inspector Sejer Mysteries - English Publication Order,3
 Karin,Fossum,Calling Out for You,Inspector Sejer Mysteries - English Publication Order,4
 Karin,Fossum,Black Seconds,Inspector Sejer Mysteries - English Publication Order,6
 Karl,Marlantes,Matterhorn: A Novel of the Vietnam War,,1
 Karl F. & Stevens,Lutzen,Building homebrew equipment,Storey Country Wisdom Bulletins,186
 Karma-glin-pa ,Summum,The Tibetan Book of the Dead,,1
 Kate,Klimo,The Dragon in the Sock Drawer: Dragon Keepers #1 (Dragon Keepers),Dragon Keepers,1
 Kate,Klimo,Dragon Keepers #3: The Dragon in the Library,Dragon Keepers,3
 Kate,Atkinson,"Started Early, Took My Dog",Jackson Brodie novels,4
 Kate,Mosse,The Winter Ghosts,Languedoc Trilogy,3
 Kate,Griffin,The Midnight Mayor,Matthew Swift,2
 Kate,Furnivall,The Russian Concubine,The Russian Concubine,1
 Kate,Furnivall,The Concubine's Secret,The Russian Concubine,2
 Kate,White,Hush: A Novel,,1
 Kate,Hewitt,The Bride's Awakening,,1
 Kate,Mosse,The cave,,1
 Kate,Morton,The Distant Hours,,1
 Kate,Hoffmann,The mighty Quinns: Liam,,1
 Kate,Grenville,The Secret River,,1
 Kate,Summerscale,The suspicions of Mr. Whicher: a shocking murder and the undoing of a great Victorian detective,,1
 Kate,Moore,To Tempt a Saint,,1
 Kate,Furnivall,Under a Blood Red Sky,,1
 Katharine,Weber,True Confections: A Novel,,1
 Katherine,Paterson,Bridge to Terabithia,,1
 Katherine,Sutcliffe,Whitehorse,,1
 Katherine M.,Ramsland,The Devil's Dozen: How Cutting-Edge Forensics Took Down 12 Notorious Serial Killers,,1
 Kathleen,O'Reilly,Beyond Seduction,Harlequin Blaze,321
 Kathleen,Bacus,Calamity Jayne,Tressa Jayne Turner Mysteries,1
 Kathleen,Y'Barbo,The Confidential Life of Eugenia Cooper: Woman of the West,,1
 Kathleen,Kent,The Heretic's Daughter: A Novel,,1
 Kathleen T.,Horning,From Cover to Cover: Evaluating and Reviewing Children's Books,,1
 Kathryn,Stockett,The help,,1
 Kathy,Reichs,Deja Dead,Temperance Brennan,1
 Kathy,Reichs,Spider Bones: A Novel,,1
 Kathy & Reichs,Reichs,Virals,,1
 Katie,Crouch,Girls in Trucks,,1
 Katie,Fforde,Love Letters,,1
 Katie & Nicholl,Nicholl,William and Harry,,1
 Katrina,Kittle,The Blessings of the Animals: A Novel,,1
 Katrina,Prado,"The Whore of Babylon, a Memoir",,1
 Kavita,Daswani,"Salaam, Paris",,1
 Kay Redfield,Jamison,Nothing was the same: a memoir,,1
 Kaza,Kingsley,The Search for Truth (Erec Rex),Eric Rex,3
 Kaza,Kingsley,The Three Furies (Erec Rex),Eric Rex,4
 Keith,Gessen,All the Sad Young Literary Men,,1
 Keith,Donohue,Angels of Destruction,,1
 Keith,Thomson,Once A Spy,,1
 Keith & Fox,Richards,Life,,1
 Kelley,Armstrong,The Summoning,Darkest Powers,1
 Kelley,Armstrong,The Awakening,Darkest Powers,2
 Kelley,Armstrong,The Reckoning,Darkest Powers,3
 Kelley,Armstrong,Exit Strategy,Nadia Stafford,1
 Kelley,Armstrong,Made to Be Broken,Nadia Stafford,2
 Kelley,Armstrong,Bitten,Women of the Otherworld,1
 Kelley,Armstrong,Stolen,Women of the Otherworld,2
 Kelley,Armstrong,Women of the Otherworld,Women of the Otherworld,3
 Kelley,Armstrong,Industrial Magic,Women of the Otherworld,4
 Kelley,Armstrong,Haunted,Women of the Otherworld,5
 Kelley,Armstrong,Broken,Women of the Otherworld,6
 Kelley,Armstrong,No Humans Involved,Women of the Otherworld,7
 Kelley,Armstrong,Personal Demon,Women of the Otherworld,8
 Kelley,Armstrong,Living with the Dead,Women of the Otherworld,9
 Kelley,Armstrong,Men of the Otherworld,Women of the Otherworld,10
 Kelley,Armstrong,Waking the Witch,Women of the Otherworld,11
 Kelley,St. John,Good Girls Don't,,1
 Kelley St.,John,Kiss and Dwell,Harlequin Blaze,325
 Kelley St.,John,Kiss and Dwell,Harlequin Blaze,325
 Kelley St.,John,Ghosts and Roses,Harlequin Blaze,337
 Kelley St.,John,Shiver and Spice,Harlequin Blaze,349
 Kelley St.,John,Flirting with Temptation,,1
 Kelley St.,John,To Catch a Cheat,,1
 Kelly,Link,Magic for Beginners,,1
 Kelly,Creagh,Nevermore,,1
 Ken,Follett,Fall of Giants,Century Trilogy,1
 Ken,Follett,The Pillars of the Earth,Kingsbridge,1
 Ken,Follett,World without end,Kingsbridge,2
 Ken,Scholes,Antiphon,Palms of Issac,1
 Ken,Auletta,Googled,,1
 Ken,Follett,Lie down with lions,,1
 Ken,Follett,Paper Money,,1
 Ken,Follett,The Man from St. Petersburg,,1
 Ken,Follett,The Third Twin,,1
 Ken,Follett,Whiteout,,1
 Kenneth,Cameron,The Frightened Man,The Denton series,1
 Kenneth,Cameron,The Bohemian Girl,The Denton series,2
 Kenneth,Grahame,The Wind in the Willows,Wind in the Willows,1
 Kenneth,Silverman,Begin Again: A Biography of John Cage,,1
 Kenneth,Wishnia,The Fifth Servant,,1
 Kerry,Greenwood,A question of death: an illustrated Phryne Fisher treasury,Phryne Fisher Mysteries,16.5
 Kevin,Leman,"Have a New Kid by Friday: How to Change Your Child's Attitude, Behavior & Character in 5 Days",,1
 Kevin,Malarkey,"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life Beyond This World",,1
 Kevin,Purdy,The Complete Android Guide,,1
 Kevin,O’Brien,The Next to Die,,1
 Kevin,Roose,The Unlikely Disciple: A Sinner's Semester at America's Holiest University,,1
 Kevin,Cook,"Tommy's Honor: The Story of Old Tom Morris and Young Tom Morris, Golf's Founding Father and Son",,1
 Kevin,O'Brien,Vicious,,1
 Kevin,O’Brien,Watch Them Die,,1
 Kevin & Anderson,David,Night of the Living Trekkies,,1
 Kevin J,Anderson,Ill Wind,,1
 Kevin M.,White,Apple Training Series: Mac OS X Support Essentials v10.6,,1
 Khaled,Hosseini,A thousand splendid suns,,1
 Khaled,Hosseini,The kite runner,,1
 Kim,Echlin,Dagmar's Daughter,,1
 Kim,Echlin,Elephant Winter,,1
 Kim,Wright,Love in Mid Air,,1
 Kim,Edwards,The memory keeper's daughter,,1
 Kim Stanley,Robinson,Red Mars,Mars Trilogy,1
 Kim Stanley,Robinson,Green mars,Mars Trilogy,2
 Kim Stanley,Robinson,Blue Mars,Mars Trilogy,3
 Kim Vogel,Sawyer,In Every Heartbeat,,1
 Kimberly,Fisk,Lake Magic,,1
 Kimberly,Alan,Truths Unveiled,,1
 Kingsley,Amis,Lucky Jim,,1
 Kingsley,Amis,The old devils: a novel,,1
 Kitty,Kelley,Oprah: A Biography,,1
 Kris,Kennedy,The Irish Warrior,,1
 Krista & Ferguson,Vernoff,The Game On! Diet: Kick Your Friend's Butt While Shrinking Your Own,,1
 Kristan,Higgins,Catch of the Day,,1
 Kristan,Higgins,Just One of the Guys,,1
 Kristan,Higgins,The Next Best Thing,,1
 Kristan,Higgins,Too Good to Be True,,1
 Kristen,Heitzmann,Indivisible,,1
 Kristen,Landon,The Limit,,1
 Kristin,Hannah,Angel Falls,,1
 Kristin,Hannah,On Mystic Lake,,1
 Kristin,Hannah,Winter Garden,,1
 Kristina,Riggle,Real Life & Liars,,1
 Kristina,Riggle,The Life You've Imagined,,1
 Kurt,Vonnegut,Breakfast of Champions,,1
 Kurt,Vonnegut,Cat's cradle,,1
 Kurt,Vonnegut,Deadeye Dick,,1
 Kurt,Vonnegut,Galápagos,,1
 Kurt,Vonnegut,Look at the birdie: unpublished short fiction,,1
 Kurt,Vonnegut,Mother night,,1
 Kurt,Vonnegut,Player piano,,1
 Kurt,Vonnegut,"Slaughterhouse-five: or, The children's crusade, a duty-dance with death",,1
 Kurt,Vonnegut,The Petrified Ants,,1
 Kwei,Quartey,Wife of the Gods,,1
 Kylie,Chan,White Tiger,Dark Heavens,1
 Kylie,Chan,Red Phoenix,Dark Heavens,2
 Kylie,Chan,Blue Dragon,Dark Heavens,3
 Kylie,Ladd,After the Fall,,1
 L. H. & Sims,Maynard,Black Cathedral,Department 18,1
 Lalita,Tademy,Cane River,Tademy Family Chronicles,1
 Larry,Niven,Escape from Hell,Inferno,2
 Larry,McMurtry,Lonesome Dove,Lonesome Dove: Publication Order,1
 Larry,Correia,Monster Hunter International,Monster Hunter,1
 Larry,Correia,Monster Hunter Vendetta,Monster Hunter,2
 Larry,Niven,Ringworld,Ringworld,1
 Larry,Niven,The Ringworld engineers,Ringworld,2
 Larry,Niven,The Ringworld Throne,Ringworld,3
 Larry,Niven,Ringworld's Children,Ringworld,4
 Larry; Lerner,Niven,Juggler of Worlds,,1
 Lars,Brownworth,Lost to the West: The Forgotten Byzantine Empire That Rescued Western Civilization,,1
 Laura,Lippman,I'd Know You Anywhere,,1
 Laura,Iding,Marrying the Playboy Doctor,,1
 Laura,Bush,Spoken from the Heart,,1
 Laura,Bradley,The Brush-Off: A Hair-Raising Mystery,,1
 Laura,Moriarty,The Center of Everything,,1
 Laura,Moriarty,While I'm Falling,,1
 Laura & Ling,Ling,Somewhere Inside,,1
 Laura Joh,Rowland,Shinju,Sano Ichiro Mysteries,1
 Laura Joh,Rowland,Bundori,Sano Ichiro Mysteries,2
 Laura Joh,Rowland,The Way of the Traitor,Sano Ichiro Mysteries,3
 Laura Joh,Rowland,The Concubine's Tattoo,Sano Ichiro Mysteries,4
 Laura Joh,Rowland,The Samurai's Wife,Sano Ichiro Mysteries,5
 Laura Joh,Rowland,Black Lotus,Sano Ichiro Mysteries,6
 Laura Joh,Rowland,The Pillow Book of Lady Wisteria,Sano Ichiro Mysteries,7
 Laura Joh,Rowland,The Dragon King's Palace,Sano Ichiro Mysteries,8
 Laura Joh,Rowland,The Perfumed Sleeve,Sano Ichiro Mysteries,9
 Laura Joh,Rowland,The Assassin's Touch,Sano Ichiro Mysteries,10
 Laura Joh,Rowland,Red Chrysanthemum,Sano Ichiro Mysteries,11
 Laura Joh,Rowland,The Snow Empress: A Thriller,Sano Ichiro Mysteries,12
 Laura Joh,Rowland,The Fire Kimono,Sano Ichiro Mysteries,13
 Laura Joh,Rowland,The Cloud Pavilion,Sano Ichiro Mysteries,14
 Laurell K.,Hamilton,Guilty Pleasures,Anita Blake Vampire Hunter,1
 Laurell K.,Hamilton,The Laughing Corpse,Anita Blake Vampire Hunter,2
 Laurell K.,Hamilton,Circus of the Damned,Anita Blake Vampire Hunter,3
 Laurell K.,Hamilton,The lunatic cafe,Anita Blake Vampire Hunter,4
 Laurell K.,Hamilton,Bloody Bones,Anita Blake Vampire Hunter,5
 Laurell K.,Hamilton,The Killing Dance,Anita Blake Vampire Hunter,6
 Laurell K.,Hamilton,Burnt Offerings,Anita Blake Vampire Hunter,7
 Laurell K.,Hamilton,Blue Moon,Anita Blake Vampire Hunter,8
 Laurell K.,Hamilton,Obsidian Butterfly,Anita Blake Vampire Hunter,9
 Laurell K.,Hamilton,Narcissus in chains,Anita Blake Vampire Hunter,10
 Laurell K.,Hamilton,Cerulean Sins,Anita Blake Vampire Hunter,11
 Laurell K.,Hamilton,Incubus dreams,Anita Blake Vampire Hunter,12
 Laurell K.,Hamilton,Micah,Anita Blake Vampire Hunter,13
 Laurell K.,Hamilton,Danse macabre,Anita Blake Vampire Hunter,14
 Laurell K.,Hamilton,The Harlequin,Anita Blake Vampire Hunter,15
 Laurell K.,Hamilton,Blood Noir,Anita Blake Vampire Hunter,16
 Laurell K.,Hamilton,Skin Trade,Anita Blake Vampire Hunter,17
 Laurell K.,Hamilton,Flirt,Anita Blake Vampire Hunter,18
 Laurell K.,Hamilton,Bullet,Anita Blake Vampire Hunter,19
 Laurell K.,Hamilton,A Kiss of Shadows,Meredith Gentry,1
 Laurell K.,Hamilton,A Caress of Twilight,Meredith Gentry,2
 Laurell K.,Hamilton,Seduced by Moonlight,Meredith Gentry,3
 Laurell K.,Hamilton,A Stroke of Midnight,Meredith Gentry,4
 Laurell K.,Hamilton,Mistral's Kiss,Meredith Gentry,5
 Laurell K.,Hamilton,A Lick of Frost,Meredith Gentry,6
 Laurell K.,Hamilton,Swallowing Darkness,Meredith Gentry,7
 Laurell K.,Hamilton,Divine Misdemeanors,Meredith Gentry,8
 Lauren,Kate,Torment,Fallen Series,2
 Lauren,Conrad,L.A. Candy,L.A. Candy,1
 Lauren,Henderson,Kiss Me Kill Me,Scarlett Wakefield,1
 Lauren,Henderson,Kisses and Lies,Scarlett Wakefield,2
 Lauren,Belfer,A Fierce Radiance: A Novel,,1
 Lauren,Oliver,Before I Fall,,1
 Lauren,Dane,Coming Undone,,1
 Lauren,Beukes,Zoo City,,1
 Laurent,Fignon,We Were Young and Carefree,,1
 Laurie,Sheck,A Monster's Notes,,1
 Laurie,Helgoe,Introvert Power: Why Your Inner Life Is Your Hidden Strength,,1
 Laurie Faria,Stolarz,Deadly Little Secret,,1
 Lawrence,Block,Burglars Can't Be Choosers,Bernie Rhodenbarr,1
 Lawrence,Block,The Burglar in the Closet,Bernie Rhodenbarr,2
 Lawrence,Block,The Burglar Who Liked to Quote Kipling,Bernie Rhodenbarr,3
 Lawrence,Block,The Burglar Who Studied Spinoza,Bernie Rhodenbarr,4
 Lawrence,Block,The Burglar Who Painted Like Mondrian,Bernie Rhodenbarr,5
 Lawrence,Block,The Burglar Who Traded Ted Williams,Bernie Rhodenbarr,6
 Lawrence,Block,The Burglar Who Thought He Was Bogart,Bernie Rhodenbarr,7
 Lawrence,Block,The Burglar in the Library,Bernie Rhodenbarr,8
 Lawrence,Block,The Burglar in the Rye,Bernie Rhodenbarr,9
 Lawrence,Block,The Burglar on the Prowl,Bernie Rhodenbarr,10
 Lawrence,Kaplan,House of Ghosts,,1
 Lawrence,Block,One Night Stands & Lost weekends,,1
 Lawrence G. & Robinson,McDonald,A colossal failure of common sense: the inside story of the collapse of Lehman Brothers,,1
 Lawrence Maxwell,Krauss,The physics of Star Trek,,1
 Leander,Kahney,Inside Steve's Brain,,1
 Lee,Child,Killing Floor,Jack Reacher,1
 Lee,Child,Die Trying,Jack Reacher,2
 Lee,Child,Tripwire,Jack Reacher,3
 Lee,Child,Running Blind,Jack Reacher,4
 Lee,Child,Echo Burning,Jack Reacher,5
 Lee,Child,Without Fail,Jack Reacher,6
 Lee,Child,Persuader: A Reacher Novel,Jack Reacher,7
 Lee,Child,The Enemy: A Reacher Novel,Jack Reacher,8
 Lee,Child,One Shot: A Reacher Novel,Jack Reacher,9
 Lee,Child,The Hard Way: A Reacher Novel,Jack Reacher,10
 Lee,Child,Bad Luck and Trouble: A Reacher Novel,Jack Reacher,11
 Lee,Child,Nothing to Lose,Jack Reacher,12
 Lee,Child,Gone Tomorrow,Jack Reacher,13
 Lee,Child,61 Hours,Jack Reacher,14
 Leil,Lowndes,How to Talk to Anyone,,1
 Lemony,Snicket,A Series of Unfortunate Events #1: The bad beginning,A Series of Unfortunate Events,1
 Lemony,Snicket,A Series of Unfortunate Events #8: The Hostile Hospital,A Series of Unfortunate Events,8
 Lemony,Snicket,A Series of Unfortunate Events #10: The Slippery Slope,A Series of Unfortunate Events,10
 Lemony,Snicket,A Series of Unfortunate Events # 11: The Grim Grotto,A Series of Unfortunate Events,11
 Lemony,Snicket,A Series of Unfortunate Events #12: The penultimate peril,A Series of Unfortunate Events,12
 Lemony,Snicket,A Series of Unfortunate Events #13: The End,A Series of Unfortunate Events,13
 Lemony & Helquist,Snicket,A Series of Unfortunate Events #2: The Reptile Room,A Series of Unfortunate Events,2
 Lemony & Helquist,Snicket,"A Series of Unfortunate Events #3: The Wide Window: Or, Disappearance!",A Series of Unfortunate Events,3
 Lemony & Helquist,Snicket,A Series of Unfortunate Events #4: The Miserable Mill,A Series of Unfortunate Events,4
 Lemony & Helquist,Snicket,A Series of Unfortunate Events #5: The Austere Academy,A Series of Unfortunate Events,5
 Lemony & Helquist,Snicket,A Series of Unfortunate Events #6: The Ersatz Elevator,A Series of Unfortunate Events,6
 Lemony & Helquist,Snicket,A Series of Unfortunate Events #7: The Vile Village,A Series of Unfortunate Events,7
 Lemony & Helquist,Snicket,A Series of Unfortunate Events #9: The Carnivorous Carnival,A Series of Unfortunate Events,9
 Leo & Slater,Tolstoy,"The death of Ivan Ilyich: and, Master and man",,1
 Leo & Winters,Tolstoy,Android Karenina,,1
 Leo Nikoleyevich,Tolstoy,Anna Karenina,,1
 Leo Nikoleyevich,Tolstoy,War and Peace,,1
 Leon,Uris,A God in Ruins,,1
 Leonard,Peikoff,Ominous Parallels,The Ayn Rand Library,3
 Leonardo da & Richter,Vinci,Notebooks,,1
 Les & Bombier,Stroud,Survive!: Essential Skills and Tactics to Get You Out of Anywhere - Alive,,1
 Lesley,Hazleton,After the prophet: the epic story of the Shia-Sunni split in Islam,,1
 Lesley Anne,Cowan,Something Wicked,,1
 Leslie,Langtry,'Scuse Me While I Kill This Guy,Greatest Hits Romance,1
 Leslie,Langtry,Guns Will Keep Us Together,Greatest Hits Romance,2
 Leslie,Langtry,Stand By Your Hitman,Greatest Hits Romance,3
 Leslie,Langtry,I Shot You Babe,Greatest Hits Romance,4
 Leslie,Meier,Father's Day Murder,Lucy Stone Mysteries,10
 Leslie,Meier,New Year's Eve Murder,Lucy Stone Mysteries,12
 Leslie,Meier,Bake Sale Murder,Lucy Stone Mysteries,13
 Lev,Grossman,The Magicians,,1
 Lewis,Carroll,Alice's Adventures in Wonderland and Through the Looking-Glass,Alice's Adventures,1
 Lewis,Hyde,The Gift: Creativity and the Artist in the Modern World,,1
 Lian,Hearn,Across the Nightingale Floor,Tales of The Otori,1
 Lian,Hearn,Heaven's Net is Wide,Tales of The Otori,1
 Lian,Hearn,Grass for his Pillow,Tales of The Otori,2
 Lian,Hearn,Brilliance of the Moon,Tales of The Otori,3
 Lian,Hearn,The Harsh Cry of the Heron,Tales of The Otori,4
 Liane,Merciel,The River Kings' Road,,1
 Liane,Merciel,The River Kings' Road: A Novel of Ithelas,,1
 Liaquat,Ahamed,Lords of Finance: The Bankers Who Broke the World,,1
 Lidia Matticchio,Bastianich,Lidia Cooks from the Heart of Italy: A Feast of 175 Regional Recipes,,1
 Lifetime,Television,Cook Yourself Thin: Skinny Meals You Can Make in Minutes,,1
 Lillian S,Carl,The Vorkosigan Companion,Vorkosigan: Chronological Order,1
 Li︠u︡dmila & Petrushevskaya,Petrushevskai︠a︡,There once lived a woman who tried to kill her neighbor's baby: scary fairy tales,,1
 Lisa,Kleypas,Love in the Afternoon,Hathaways,5
